epoch,train_loss,train_acc,test_loss,test_acc
0,1.5943686828994752,41.498,1.3141380779266358,52.06
1,1.2435931881332398,55.334,1.1494371976852418,58.33
2,1.0708283514404298,61.934,1.015120853805542,64.09
3,0.9563947427749634,66.406,1.0042459385871887,64.29
4,0.8747776388931274,69.174,0.9316838737487793,67.7
5,0.8109751211738586,71.304,0.8950586433410644,68.92
6,0.7552226192283631,73.252,0.9106613405227661,67.85
7,0.704229460144043,75.194,0.8623442071437836,70.52
